,Province,Date,Class,temp,pH,Ox,Dao,Zhuodu,Yandu,Andan,Zonglin,Zongdan
99,新疆维吾尔自治区,04-03 00:00,Ⅰ,2.8,8.16,12.41,420.9,22.0,0.78,0.025,0.013,1.69
100,新疆维吾尔自治区,04-03 04:00,Ⅰ,2.4,8.17,12.53,419.9,23.1,0.76,0.028,0.014,1.72
101,新疆维吾尔自治区,04-03 08:00,Ⅰ,2.2,8.16,12.56,418.5,22.0,0.97,0.025,0.013,1.69
102,新疆维吾尔自治区,04-03 12:00,Ⅰ,2.6,8.22,12.95,410.7,20.7,1.06,0.025,0.013,1.63
103,新疆维吾尔自治区,04-03 16:00,Ⅰ,2.8,8.26,12.88,416.9,21.5,1.3,0.025,0.012,1.66
104,新疆维吾尔自治区,04-03 20:00,Ⅰ,2.8,8.22,12.48,417.1,20.6,1.3,0.025,0.012,1.63
105,新疆维吾尔自治区,04-04 00:00,Ⅰ,2.8,8.15,12.15,418.7,21.7,1.1,0.025,0.011,1.67
107,新疆维吾尔自治区,04-04 04:00,Ⅰ,2.5,8.16,12.27,419.4,22.2,1.04,0.025,0.011,1.68
108,新疆维吾尔自治区,04-04 12:00,Ⅰ,2.9,8.22,12.47,421.5,21.8,1.15,0.025,0.01,1.65
110,新疆维吾尔自治区,04-04 20:00,Ⅰ,3.3,8.23,12.32,418.8,20.4,1.1,0.025,0.011,1.66
111,新疆维吾尔自治区,04-04 20:00,Ⅰ,3.3,8.23,12.32,418.8,20.4,1.1,0.025,0.011,1.66
112,新疆维吾尔自治区,04-05 04:00,Ⅰ,2.9,8.17,12.13,419.8,22.8,1.23,0.025,0.012,1.69
113,新疆维吾尔自治区,04-05 08:00,Ⅰ,2.8,8.17,12.29,417.7,23.8,1.52,0.025,0.012,1.7
114,新疆维吾尔自治区,04-05 12:00,Ⅰ,3.0,8.24,12.76,416.4,22.5,1.12,0.025,0.011,1.7
115,新疆维吾尔自治区,04-05 16:00,Ⅰ,3.8,8.27,12.73,414.6,22.3,1.04,0.025,0.011,1.66
116,新疆维吾尔自治区,04-01 04:00,Ⅰ,0.9,6.5,13.45,50.0,6.5,0.63,0.025,0.008,0.45
117,新疆维吾尔自治区,04-01 12:00,Ⅰ,1.0,6.58,13.61,51.6,6.4,0.56,0.025,0.007,0.52
118,新疆维吾尔自治区,04-01 12:00,Ⅰ,1.0,6.58,13.61,51.6,6.4,0.56,0.025,0.007,0.52
119,新疆维吾尔自治区,04-01 16:00,Ⅰ,1.0,6.68,14.39,50.8,9.3,0.39,0.025,0.005,0.55
120,新疆维吾尔自治区,04-01 20:00,Ⅰ,0.9,6.71,14.77,50.4,13.6,1.05,0.025,0.005,0.05
121,新疆维吾尔自治区,04-02 00:00,Ⅰ,0.8,6.58,14.48,50.4,345.1,1.05,0.025,0.005,0.56
122,新疆维吾尔自治区,04-02 04:00,Ⅰ,0.8,6.5,14.22,51.1,29.6,0.68,0.025,0.005,0.57
124,新疆维吾尔自治区,04-02 12:00,Ⅰ,1.0,6.44,14.01,51.2,8.6,1.0,0.025,0.005,0.57
125,新疆维吾尔自治区,04-02 16:00,Ⅰ,1.1,6.56,14.6,50.5,2345.7,1.16,0.025,0.006,0.53
126,新疆维吾尔自治区,04-02 20:00,Ⅰ,0.9,6.63,14.88,49.5,13.8,0.53,0.025,0.005,0.52
127,新疆维吾尔自治区,04-03 00:00,Ⅰ,0.8,6.58,14.52,49.4,11.5,0.58,0.025,0.005,0.54
128,新疆维吾尔自治区,04-03 04:00,Ⅰ,0.9,6.48,14.13,49.5,7.9,0.74,0.025,0.005,0.56
129,新疆维吾尔自治区,04-03 08:00,Ⅰ,0.8,6.39,13.71,49.6,19.7,0.78,0.025,0.005,0.5
130,新疆维吾尔自治区,04-03 12:00,Ⅰ,1.2,6.37,13.77,49.1,25.0,0.55,0.025,0.005,0.52
131,新疆维吾尔自治区,04-03 16:00,Ⅰ,1.5,6.41,14.08,47.9,20.3,0.43,0.025,0.005,0.51
132,新疆维吾尔自治区,04-03 20:00,Ⅰ,1.1,6.45,14.45,47.3,14.8,0.51,0.025,0.005,0.49
133,新疆维吾尔自治区,04-04 00:00,Ⅰ,0.9,6.38,14.0,46.7,11.1,0.33,0.025,0.005,0.45
136,新疆维吾尔自治区,04-04 12:00,Ⅰ,1.2,6.54,14.19,51.2,24.6,1.22,0.025,0.013,0.82
137,新疆维吾尔自治区,04-04 16:00,Ⅰ,1.9,6.66,14.38,52.0,60.5,0.6,0.025,0.009,0.8
138,新疆维吾尔自治区,04-04 20:00,Ⅰ,1.8,6.71,14.4,50.1,31.1,0.55,0.025,0.01,0.79
139,新疆维吾尔自治区,04-04 20:00,Ⅰ,1.8,6.71,14.4,50.1,31.1,0.55,0.025,0.01,0.79
140,新疆维吾尔自治区,04-05 04:00,Ⅰ,1.8,6.64,13.84,49.1,34.4,0.29,0.025,0.007,0.67
141,新疆维吾尔自治区,04-05 08:00,Ⅰ,1.7,6.53,13.55,49.1,50.8,0.52,0.025,0.005,0.64
143,新疆维吾尔自治区,04-05 16:00,Ⅰ,1.8,6.53,14.02,47.5,18.8,0.46,0.025,0.008,0.59
175,新疆维吾尔自治区,04-01 16:00,Ⅱ,10.0,7.93,9.34,909.5,16.8,2.7,0.028,0.014,0.72
176,新疆维吾尔自治区,04-01 20:00,Ⅱ,14.3,7.41,8.56,883.6,5.6,2.51,0.03,0.014,0.7
177,新疆维吾尔自治区,04-02 00:00,Ⅱ,10.1,7.96,9.34,810.7,13.5,2.77,0.035,0.014,0.71
178,新疆维吾尔自治区,04-02 04:00,Ⅱ,10.0,7.95,9.39,795.0,13.5,2.77,0.036,0.013,0.68
179,新疆维吾尔自治区,04-02 08:00,Ⅱ,9.9,7.97,9.46,794.6,12.9,2.9,0.031,0.013,0.64
180,新疆维吾尔自治区,04-02 12:00,Ⅱ,9.8,7.98,9.55,807.9,10.1,2.68,0.034,0.012,0.69
181,新疆维吾尔自治区,04-02 16:00,Ⅱ,10.1,8.05,9.95,818.7,10.3,2.66,0.037,0.011,0.7
182,新疆维吾尔自治区,04-02 20:00,Ⅱ,10.4,8.03,9.9,783.8,10.1,2.6,0.031,0.011,0.66
183,新疆维吾尔自治区,04-03 00:00,Ⅱ,10.2,8.01,9.77,783.9,11.0,2.51,0.029,0.011,0.61
184,新疆维吾尔自治区,04-03 04:00,Ⅱ,9.9,8.02,9.77,787.6,10.5,2.49,0.028,0.011,0.62
185,新疆维吾尔自治区,04-03 08:00,Ⅱ,9.8,8.06,9.98,798.8,10.5,2.58,0.027,0.011,0.65
186,新疆维吾尔自治区,04-03 12:00,Ⅱ,9.8,8.1,10.21,840.5,8.4,2.72,0.025,0.012,0.61
187,新疆维吾尔自治区,04-03 16:00,Ⅱ,10.0,8.1,10.24,841.2,7.6,2.61,0.026,0.011,0.62
188,新疆维吾尔自治区,04-03 20:00,Ⅱ,10.1,7.89,9.36,752.7,13.2,2.64,0.025,0.012,0.61
189,新疆维吾尔自治区,04-04 00:00,Ⅱ,10.0,7.99,9.63,866.8,8.3,2.82,0.027,0.012,0.61
191,新疆维吾尔自治区,04-04 04:00,Ⅱ,10.2,8.1,10.04,901.4,8.5,2.7,0.03,0.011,0.61
192,新疆维吾尔自治区,04-04 12:00,Ⅱ,9.9,8.08,10.11,872.2,7.0,2.85,0.028,0.011,0.63
193,新疆维吾尔自治区,04-04 16:00,Ⅱ,10.2,8.01,9.96,822.1,5.3,2.8,0.026,0.011,0.62
194,新疆维吾尔自治区,04-04 20:00,Ⅱ,10.4,7.99,9.82,802.8,4.9,2.65,0.027,0.01,0.6
195,新疆维吾尔自治区,04-04 20:00,Ⅱ,10.4,7.99,9.82,802.8,4.9,2.65,0.027,0.01,0.6
196,新疆维吾尔自治区,04-05 04:00,Ⅱ,10.1,7.95,9.53,832.7,6.3,2.59,0.025,0.01,0.62
197,新疆维吾尔自治区,04-05 08:00,Ⅱ,10.1,7.95,9.54,833.0,6.5,2.76,0.025,0.01,0.62
198,新疆维吾尔自治区,04-05 12:00,Ⅱ,10.5,7.95,9.57,818.3,5.8,2.69,0.026,0.01,0.62
199,新疆维吾尔自治区,04-05 16:00,Ⅱ,10.9,7.94,9.55,800.9,5.7,2.33,0.025,0.009,0.59
230,新疆维吾尔自治区,04-05 16:00,Ⅰ,1.2,8.0,9.73,419.5,20.6,0.68,0.025,0.006,1.11
231,新疆维吾尔自治区,04-01 04:00,Ⅱ,8.6,7.88,7.61,554.8,582.9,2.63,0.374,0.066,4.92
232,新疆维吾尔自治区,04-01 12:00,Ⅱ,8.2,7.86,8.78,563.7,475.8,1.8,0.226,0.045,3.78
233,新疆维吾尔自治区,04-01 12:00,Ⅱ,8.2,7.86,8.78,563.7,475.8,1.8,0.226,0.045,3.78
234,新疆维吾尔自治区,04-01 16:00,Ⅱ,9.1,7.88,9.02,563.5,401.0,1.46,0.142,0.04,3.52
235,新疆维吾尔自治区,04-01 20:00,Ⅱ,9.4,7.93,9.27,571.0,415.2,1.42,0.123,0.037,3.38
236,新疆维吾尔自治区,04-02 00:00,Ⅱ,9.0,7.96,9.26,583.1,471.5,1.42,0.117,0.036,3.41
237,新疆维吾尔自治区,04-02 04:00,Ⅱ,8.6,7.99,9.76,580.5,469.2,1.48,0.151,0.041,3.56
238,新疆维吾尔自治区,04-02 08:00,Ⅱ,8.0,8.02,9.95,573.8,461.6,1.44,0.102,0.033,3.19
239,新疆维吾尔自治区,04-02 12:00,Ⅱ,7.8,8.02,9.75,575.4,430.8,1.28,0.091,0.034,3.04
240,新疆维吾尔自治区,04-02 16:00,Ⅱ,8.1,8.02,9.82,586.5,404.0,1.17,0.094,0.033,3.01
241,新疆维吾尔自治区,04-02 20:00,Ⅱ,8.2,8.02,9.64,596.6,488.2,0.41,0.042,0.021,3.91
242,新疆维吾尔自治区,04-03 00:00,Ⅱ,8.1,8.03,9.49,597.0,555.4,0.95,0.116,0.03,3.88
243,新疆维吾尔自治区,04-03 04:00,Ⅱ,7.7,8.01,10.01,586.2,442.5,0.87,0.12,0.03,3.56
244,新疆维吾尔自治区,04-03 08:00,Ⅱ,7.4,8.03,10.06,587.1,304.8,0.92,0.085,0.026,3.0
245,新疆维吾尔自治区,04-03 12:00,Ⅱ,7.4,8.0,9.68,592.9,259.8,1.3,0.07,0.029,2.82
246,新疆维吾尔自治区,04-03 16:00,Ⅱ,8.2,7.99,9.76,591.7,260.6,1.01,0.045,0.024,2.63
247,新疆维吾尔自治区,04-03 20:00,Ⅱ,8.7,8.09,9.49,601.7,272.6,0.95,0.05,0.025,2.74
251,新疆维吾尔自治区,04-04 12:00,Ⅱ,7.9,8.14,9.88,606.3,242.6,1.45,0.049,0.022,2.61
252,新疆维吾尔自治区,04-04 16:00,Ⅱ,9.0,8.12,9.77,605.8,270.1,1.36,0.045,0.023,2.49
253,新疆维吾尔自治区,04-04 20:00,Ⅱ,9.6,8.13,9.7,610.5,309.2,1.25,0.053,0.023,2.76
254,新疆维吾尔自治区,04-04 20:00,Ⅱ,9.6,8.13,9.7,610.5,309.2,1.25,0.053,0.023,2.76
255,新疆维吾尔自治区,04-05 04:00,Ⅱ,9.1,8.15,9.72,617.2,359.0,1.25,0.105,0.03,3.17
256,新疆维吾尔自治区,04-05 08:00,Ⅱ,8.9,8.14,9.7,618.2,259.2,1.28,0.055,0.024,2.64
257,新疆维吾尔自治区,04-05 12:00,Ⅱ,9.1,8.12,9.66,622.5,254.5,1.01,0.042,0.021,2.48
258,新疆维吾尔自治区,04-05 16:00,Ⅱ,9.9,8.13,9.65,624.0,277.2,0.97,0.052,0.022,2.59
259,新疆维吾尔自治区,04-01 04:00,Ⅰ,11.1,6.5,8.22,906.3,15.2,0.25,0.035,0.005,1.62
260,新疆维吾尔自治区,04-01 12:00,Ⅰ,9.1,6.51,8.71,885.6,11.6,0.25,0.037,0.005,1.6
261,新疆维吾尔自治区,04-01 12:00,Ⅰ,9.1,6.51,8.71,885.6,11.6,0.25,0.037,0.005,1.6
262,新疆维吾尔自治区,04-01 16:00,Ⅰ,8.6,6.51,8.99,888.3,15.0,0.25,0.038,0.005,1.61
265,新疆维吾尔自治区,04-02 04:00,Ⅰ,6.8,6.52,9.06,895.9,16.9,0.25,0.034,0.005,1.54
266,新疆维吾尔自治区,04-02 08:00,Ⅰ,6.3,6.52,9.16,907.7,15.2,0.34,0.035,0.005,1.58
267,新疆维吾尔自治区,04-02 12:00,Ⅰ,6.5,6.53,9.35,901.2,18.2,0.25,0.034,0.007,1.56
268,新疆维吾尔自治区,04-02 16:00,Ⅰ,8.1,6.53,9.32,882.4,46.1,0.25,0.035,0.007,1.57
269,新疆维吾尔自治区,04-02 20:00,Ⅰ,8.3,6.52,9.07,854.8,35.6,0.25,0.038,0.007,1.54
270,新疆维吾尔自治区,04-03 00:00,Ⅰ,7.9,6.52,8.9,851.6,32.0,0.3,0.034,0.006,1.54
271,新疆维吾尔自治区,04-03 04:00,Ⅰ,7.4,6.52,8.96,867.0,25.1,0.25,0.036,0.006,1.55
272,新疆维吾尔自治区,04-03 08:00,Ⅰ,6.8,6.53,9.03,887.3,22.0,0.3,0.036,0.006,1.56
273,新疆维吾尔自治区,04-03 12:00,Ⅰ,7.0,6.53,9.23,904.2,19.9,0.84,0.03,0.005,1.55
274,新疆维吾尔自治区,04-03 16:00,Ⅰ,7.9,6.52,9.23,898.9,38.4,0.81,0.029,0.005,1.56
275,新疆维吾尔自治区,04-03 20:00,Ⅰ,8.9,6.52,9.05,878.5,35.9,0.54,0.028,0.005,1.56
276,新疆维吾尔自治区,04-04 00:00,Ⅰ,8.3,6.53,8.87,876.6,26.3,0.42,0.03,0.005,1.54
278,新疆维吾尔自治区,04-04 04:00,Ⅰ,7.6,6.53,8.93,882.1,26.1,0.58,0.028,0.005,1.56
279,新疆维吾尔自治区,04-04 12:00,Ⅰ,7.2,6.53,9.24,864.3,45.9,0.53,0.025,0.005,1.56
280,新疆维吾尔自治区,04-04 16:00,Ⅰ,11.9,6.59,9.06,887.1,30.6,0.5,0.025,0.005,1.55
281,新疆维吾尔自治区,04-04 20:00,Ⅰ,12.6,6.65,8.54,908.0,21.4,0.26,0.025,0.005,1.51
282,新疆维吾尔自治区,04-04 20:00,Ⅰ,12.6,6.65,8.54,908.0,21.4,0.26,0.025,0.005,1.51
283,新疆维吾尔自治区,04-05 04:00,Ⅰ,10.8,6.52,8.24,900.4,14.6,0.47,0.026,0.005,1.54
284,新疆维吾尔自治区,04-05 08:00,Ⅰ,9.7,6.52,8.41,883.7,17.5,0.69,0.025,0.005,1.52
285,新疆维吾尔自治区,04-05 12:00,Ⅰ,9.9,6.52,8.76,884.9,17.7,0.52,0.025,0.005,1.49
286,新疆维吾尔自治区,04-05 16:00,Ⅰ,13.2,6.53,8.73,904.1,17.8,0.47,0.025,0.005,1.53
287,新疆维吾尔自治区,04-01 04:00,Ⅱ,5.2,7.86,7.95,443.1,37.7,1.34,0.052,0.068,2.0
288,新疆维吾尔自治区,04-01 12:00,Ⅱ,6.2,8.12,9.09,450.7,62.5,2.03,0.052,0.089,2.44
289,新疆维吾尔自治区,04-01 12:00,Ⅱ,6.2,8.12,9.09,450.7,62.5,2.03,0.052,0.089,2.44
290,新疆维吾尔自治区,04-01 16:00,Ⅱ,9.0,8.45,9.92,425.0,24.7,1.5,0.052,0.043,1.98
291,新疆维吾尔自治区,04-01 20:00,Ⅲ,8.2,8.28,9.0,438.9,89.6,1.83,0.052,0.127,2.96
292,新疆维吾尔自治区,04-02 00:00,Ⅲ,6.5,7.96,7.89,451.5,63.4,2.09,0.056,0.108,2.6
293,新疆维吾尔自治区,04-02 04:00,Ⅱ,5.0,7.87,7.9,447.9,39.2,1.58,0.057,0.066,2.22
294,新疆维吾尔自治区,04-02 08:00,Ⅱ,4.4,7.85,8.06,451.7,33.2,1.57,0.054,0.064,2.01
295,新疆维吾尔自治区,04-02 12:00,Ⅱ,5.0,8.05,9.01,458.3,38.2,1.8,0.053,0.076,2.27
296,新疆维吾尔自治区,04-02 16:00,Ⅱ,5.4,8.17,9.38,431.5,15.5,1.33,0.052,0.031,1.68
297,新疆维吾尔自治区,04-02 20:00,Ⅱ,5.2,8.16,9.22,430.7,15.8,1.33,0.052,0.024,1.61
298,新疆维吾尔自治区,04-03 00:00,Ⅱ,4.5,7.9,8.33,434.1,13.8,1.35,0.056,0.028,1.45
301,新疆维吾尔自治区,04-03 12:00,Ⅱ,6.2,8.11,8.9,463.0,39.3,1.89,0.053,0.071,2.27
302,新疆维吾尔自治区,04-03 16:00,Ⅱ,7.8,8.33,9.95,457.6,41.6,1.85,0.053,0.071,2.09
303,新疆维吾尔自治区,04-03 20:00,Ⅱ,7.5,8.34,9.45,450.2,41.9,1.85,0.052,0.069,2.18
304,新疆维吾尔自治区,04-04 00:00,Ⅱ,5.5,7.98,8.09,457.9,33.9,1.84,0.052,0.066,2.19
306,新疆维吾尔自治区,04-04 04:00,Ⅱ,4.6,7.87,7.93,460.2,26.5,1.72,0.052,0.042,1.94
307,新疆维吾尔自治区,04-04 12:00,Ⅱ,5.2,8.09,9.25,441.0,12.1,1.66,0.053,0.027,1.5
313,新疆维吾尔自治区,04-05 12:00,Ⅱ,6.2,8.1,9.13,453.1,18.8,0.25,0.052,0.033,1.74
314,新疆维吾尔自治区,04-05 16:00,Ⅱ,9.6,8.34,9.79,441.3,19.3,1.79,0.052,0.036,1.81
