,Province,Date,Class,temp,pH,Ox,Dao,Zhuodu,Yandu,Andan,Zonglin,Zongdan
30,甘肃省,04-02 08:00,Ⅰ,4.2,8.4,10.49,572.8,81.5,0.59,0.025,0.005,1.09
31,甘肃省,04-02 12:00,Ⅰ,4.9,8.4,10.33,570.8,75.4,0.37,0.025,0.005,1.08
32,甘肃省,04-02 16:00,Ⅰ,5.6,8.4,10.21,571.9,74.4,0.46,0.025,0.005,1.04
33,甘肃省,04-02 20:00,Ⅰ,4.8,8.4,9.18,572.8,74.8,0.26,0.025,0.005,1.07
34,甘肃省,04-03 00:00,Ⅰ,4.8,8.39,9.31,571.9,67.7,0.45,0.025,0.005,1.08
35,甘肃省,04-03 04:00,Ⅰ,4.5,8.39,9.39,571.1,71.9,0.41,0.025,0.005,1.1
36,甘肃省,04-03 08:00,Ⅰ,4.8,8.39,9.47,566.6,73.6,0.74,0.025,0.005,1.08
37,甘肃省,04-03 12:00,Ⅰ,5.4,8.4,9.65,566.5,62.5,0.4,0.025,0.005,1.02
38,甘肃省,04-03 16:00,Ⅰ,5.5,8.4,10.7,568.5,60.2,0.37,0.025,0.005,1.03
39,甘肃省,04-03 20:00,Ⅰ,4.8,8.4,10.78,568.7,57.5,0.59,0.025,0.005,1.05
40,甘肃省,04-04 00:00,Ⅰ,4.6,8.39,10.73,569.0,63.2,0.55,0.025,0.005,1.07
42,甘肃省,04-04 04:00,Ⅰ,4.4,8.39,10.75,570.3,68.8,0.44,0.025,0.005,1.09
43,甘肃省,04-04 12:00,Ⅰ,5.1,8.4,10.69,565.9,53.9,0.58,0.025,0.005,1.07
44,甘肃省,04-04 16:00,Ⅰ,5.6,8.4,10.33,566.9,52.0,0.41,0.025,0.005,1.04
45,甘肃省,04-04 20:00,Ⅰ,5.0,8.39,10.41,569.0,56.1,0.25,0.025,0.005,1.05
46,甘肃省,04-04 20:00,Ⅰ,5.0,8.39,10.41,569.0,56.1,0.25,0.025,0.005,1.05
47,甘肃省,04-05 04:00,Ⅰ,4.7,8.38,10.35,568.0,90.5,0.27,0.034,0.005,1.17
48,甘肃省,04-05 08:00,Ⅰ,5.2,8.39,10.24,563.6,77.4,0.78,0.025,0.005,1.13
49,甘肃省,04-05 12:00,Ⅰ,5.9,8.39,10.23,562.3,67.3,0.43,0.025,0.005,1.11
50,甘肃省,04-05 16:00,Ⅰ,6.5,8.4,10.19,561.6,60.3,0.25,0.025,0.005,1.07
51,甘肃省,04-01 04:00,Ⅰ,4.5,7.8,10.04,645.2,1.6,0.37,0.025,0.005,1.35
52,甘肃省,04-01 12:00,Ⅰ,4.5,7.82,10.3,644.8,1.7,0.46,0.025,0.005,1.4
53,甘肃省,04-01 12:00,Ⅰ,4.5,7.82,10.3,644.8,1.7,0.46,0.025,0.005,1.4
55,甘肃省,04-01 20:00,Ⅰ,4.4,7.92,10.56,639.8,1.6,0.25,0.025,0.005,1.34
56,甘肃省,04-02 00:00,Ⅰ,4.4,7.9,10.52,641.1,1.6,0.25,0.025,0.005,1.4
57,甘肃省,04-02 04:00,Ⅰ,4.4,7.91,10.51,640.5,1.6,0.25,0.025,0.005,1.36
58,甘肃省,04-02 08:00,Ⅰ,4.4,7.93,10.7,640.4,1.6,0.25,0.025,0.005,1.39
59,甘肃省,04-02 12:00,Ⅰ,4.5,7.94,10.81,640.9,1.6,0.25,0.025,0.005,1.35
60,甘肃省,04-02 16:00,Ⅰ,4.5,7.93,10.71,641.3,1.6,0.91,0.025,0.005,1.36
61,甘肃省,04-02 20:00,Ⅰ,4.4,7.94,10.66,641.2,1.6,0.48,0.025,0.005,1.36
62,甘肃省,04-03 00:00,Ⅰ,4.5,7.88,9.96,643.6,1.6,0.4,0.025,0.005,1.34
63,甘肃省,04-03 04:00,Ⅰ,4.5,7.88,9.99,643.8,1.6,0.33,0.025,0.005,1.35
64,甘肃省,04-03 08:00,Ⅰ,4.5,7.9,10.15,644.3,1.6,0.8,0.025,0.005,1.36
68,甘肃省,04-04 04:00,Ⅰ,4.5,7.85,10.06,647.4,1.6,0.28,0.025,0.005,1.35
69,甘肃省,04-04 12:00,Ⅰ,4.6,8.04,10.51,660.4,1.6,0.4,0.025,0.005,1.36
70,甘肃省,04-04 16:00,Ⅰ,4.6,8.18,10.51,660.7,1.5,0.25,0.025,0.005,1.37
71,甘肃省,04-04 20:00,Ⅰ,4.5,8.19,10.5,660.6,1.5,0.25,0.025,0.005,1.36
72,甘肃省,04-04 20:00,Ⅰ,4.5,8.19,10.5,660.6,1.5,0.25,0.025,0.005,1.36
73,甘肃省,04-05 04:00,Ⅰ,4.5,8.21,10.62,660.4,1.6,0.25,0.025,0.005,1.32
74,甘肃省,04-05 08:00,Ⅰ,4.5,8.22,10.72,660.4,1.5,0.7,0.025,0.005,1.34
75,甘肃省,04-05 12:00,Ⅰ,4.6,8.22,10.69,660.7,1.5,0.39,0.025,0.005,1.35
76,甘肃省,04-05 16:00,Ⅰ,4.6,8.21,10.69,663.2,1.6,0.25,0.025,0.005,1.35
77,甘肃省,04-01 04:00,Ⅰ,8.8,8.4,9.96,599.1,9.1,1.13,0.025,0.008,3.66
78,甘肃省,04-01 12:00,Ⅰ,9.1,8.4,10.03,604.0,10.2,1.12,0.025,0.005,3.66
79,甘肃省,04-01 12:00,Ⅰ,9.1,8.4,10.03,604.0,10.2,1.12,0.025,0.005,3.66
80,甘肃省,04-01 16:00,Ⅰ,9.5,8.42,10.12,612.4,9.9,1.0,0.025,0.009,3.65
81,甘肃省,04-01 20:00,Ⅰ,9.5,8.43,10.0,613.6,9.4,0.25,0.025,0.005,3.68
82,甘肃省,04-02 00:00,Ⅰ,9.4,8.44,9.92,613.5,11.6,1.17,0.025,0.005,3.7
83,甘肃省,04-02 04:00,Ⅰ,9.3,8.45,9.89,612.1,9.3,1.17,0.025,0.005,3.74
84,甘肃省,04-02 08:00,Ⅰ,9.1,8.42,9.79,606.3,12.0,1.52,0.025,0.005,3.69
85,甘肃省,04-02 12:00,Ⅰ,9.1,8.42,9.92,604.7,9.7,1.14,0.025,0.005,3.67
86,甘肃省,04-02 16:00,Ⅰ,9.6,8.44,10.25,613.9,10.3,1.18,0.025,0.005,3.7
87,甘肃省,04-02 20:00,Ⅰ,9.7,8.44,10.07,616.6,8.7,1.24,0.025,0.005,3.71
88,甘肃省,04-03 00:00,Ⅰ,9.5,8.43,9.91,613.8,9.6,0.25,0.025,0.005,3.74
89,甘肃省,04-03 04:00,Ⅰ,9.4,8.42,9.77,614.1,8.7,1.28,0.025,0.005,3.71
90,甘肃省,04-03 08:00,Ⅰ,9.3,8.42,9.72,611.8,8.8,1.59,0.025,0.005,3.69
91,甘肃省,04-03 12:00,Ⅰ,9.5,8.39,9.94,615.7,10.4,1.11,0.025,0.005,3.63
92,甘肃省,04-03 16:00,Ⅰ,9.8,8.43,10.08,620.7,13.1,1.2,0.025,0.005,3.67
96,甘肃省,04-04 08:00,Ⅰ,9.0,8.42,9.69,605.3,12.0,1.11,0.025,0.005,3.68
97,甘肃省,04-04 12:00,Ⅰ,9.3,8.42,9.84,611.0,12.4,1.16,0.025,0.005,3.7
98,甘肃省,04-04 16:00,Ⅰ,9.6,8.43,9.94,607.7,13.9,1.66,0.025,0.005,3.75
99,甘肃省,04-04 20:00,Ⅰ,9.5,8.41,9.81,606.4,11.6,1.12,0.025,0.005,3.66
100,甘肃省,04-04 20:00,Ⅰ,9.5,8.41,9.81,606.4,11.6,1.12,0.025,0.005,3.66
101,甘肃省,04-05 04:00,Ⅰ,9.4,8.41,9.7,603.5,10.7,1.14,0.025,0.005,3.7
102,甘肃省,04-05 08:00,Ⅰ,9.3,8.41,9.62,603.3,11.2,0.25,0.025,0.005,3.74
103,甘肃省,04-05 12:00,Ⅰ,9.7,8.4,9.95,609.4,12.8,1.25,0.025,0.005,3.69
104,甘肃省,04-05 16:00,Ⅰ,10.6,8.39,10.19,624.5,12.2,1.2,0.025,0.005,3.67
105,甘肃省,04-01 04:00,Ⅰ,2.6,8.28,10.29,759.6,8.6,0.72,0.025,0.005,1.55
106,甘肃省,04-01 12:00,Ⅰ,3.2,8.34,10.66,757.0,6.7,0.57,0.025,0.005,1.51
107,甘肃省,04-01 12:00,Ⅰ,3.2,8.34,10.66,757.0,6.7,0.57,0.025,0.005,1.51
108,甘肃省,04-01 16:00,Ⅰ,2.9,8.34,10.62,757.4,7.4,0.71,0.025,0.005,1.51
109,甘肃省,04-01 20:00,Ⅰ,2.6,8.3,10.4,758.6,7.7,0.71,0.025,0.005,1.57
110,甘肃省,04-02 00:00,Ⅰ,2.5,8.28,10.35,759.8,6.8,0.78,0.025,0.005,1.5
111,甘肃省,04-02 04:00,Ⅰ,2.5,8.27,10.34,760.2,7.1,0.74,0.025,0.005,1.48
112,甘肃省,04-02 08:00,Ⅰ,2.4,8.29,10.46,760.1,7.3,1.25,0.025,0.005,1.51
114,甘肃省,04-02 16:00,Ⅰ,3.0,8.34,10.65,757.0,6.9,0.76,0.025,0.005,1.47
115,甘肃省,04-02 20:00,Ⅰ,2.6,8.3,10.44,759.5,7.0,0.71,0.025,0.005,1.5
116,甘肃省,04-03 00:00,Ⅰ,2.6,8.27,10.36,760.7,7.0,0.71,0.025,0.005,1.53
117,甘肃省,04-03 04:00,Ⅰ,2.5,8.28,10.36,761.0,7.5,0.48,0.025,0.005,1.53
118,甘肃省,04-03 08:00,Ⅰ,2.5,8.29,10.5,761.4,8.4,1.25,0.025,0.005,1.57
119,甘肃省,04-03 12:00,Ⅰ,3.2,8.32,10.75,741.0,7.0,0.65,0.025,0.005,1.52
120,甘肃省,04-03 16:00,Ⅱ,2.9,8.45,10.7,741.1,6.4,1.7,0.042,0.028,1.51
121,甘肃省,04-03 20:00,Ⅰ,2.5,8.38,10.43,743.6,7.3,1.03,0.025,0.017,1.51
122,甘肃省,04-04 00:00,Ⅰ,2.4,8.36,10.38,744.0,7.1,0.53,0.025,0.012,1.47
124,甘肃省,04-04 04:00,Ⅰ,2.4,8.35,10.37,745.2,6.9,0.54,0.025,0.009,1.47
125,甘肃省,04-04 12:00,Ⅰ,3.1,8.4,10.69,743.3,6.6,0.76,0.025,0.006,1.53
126,甘肃省,04-04 16:00,Ⅰ,2.7,8.38,10.61,744.3,6.9,0.75,0.025,0.006,1.43
127,甘肃省,04-04 20:00,Ⅰ,2.5,8.34,10.39,745.3,6.9,0.67,0.025,0.005,1.5
128,甘肃省,04-04 20:00,Ⅰ,2.5,8.34,10.39,745.3,6.9,0.67,0.025,0.005,1.5
129,甘肃省,04-05 04:00,Ⅰ,2.3,8.32,10.35,746.2,7.0,0.75,0.025,0.005,1.51
130,甘肃省,04-05 08:00,Ⅰ,2.3,8.33,10.43,744.6,6.9,1.28,0.025,0.005,1.54
131,甘肃省,04-05 12:00,Ⅰ,3.4,8.36,10.58,740.7,7.1,0.82,0.025,0.005,1.53
132,甘肃省,04-05 16:00,Ⅰ,3.4,8.36,10.58,740.8,7.4,0.78,0.025,0.005,1.48
133,甘肃省,04-01 04:00,Ⅱ,7.3,8.62,10.34,768.2,9.2,1.77,0.088,0.017,2.05
134,甘肃省,04-01 12:00,Ⅱ,7.6,8.62,10.39,777.2,10.1,1.8,0.082,0.017,2.05
135,甘肃省,04-01 12:00,Ⅱ,7.6,8.62,10.39,777.2,10.1,1.8,0.082,0.017,2.05
136,甘肃省,04-01 16:00,Ⅱ,7.4,8.62,10.38,771.9,8.6,1.83,0.086,0.016,2.02
137,甘肃省,04-01 20:00,Ⅱ,7.8,8.63,10.31,780.1,10.5,1.88,0.081,0.018,2.06
138,甘肃省,04-02 00:00,Ⅱ,7.8,8.62,10.25,780.0,9.9,1.84,0.085,0.017,2.05
139,甘肃省,04-02 04:00,Ⅱ,7.7,8.61,10.22,779.2,7.2,2.01,0.083,0.017,2.06
141,甘肃省,04-02 12:00,Ⅱ,7.7,8.62,10.42,777.4,6.8,2.03,0.081,0.017,2.01
142,甘肃省,04-02 16:00,Ⅱ,8.1,8.63,10.31,786.1,6.7,1.88,0.077,0.018,1.99
143,甘肃省,04-02 20:00,Ⅱ,8.2,8.63,10.24,787.6,9.0,1.9,0.076,0.018,2.03
144,甘肃省,04-03 00:00,Ⅱ,8.1,8.63,10.25,785.6,5.7,1.8,0.077,0.017,2.02
145,甘肃省,04-03 04:00,Ⅱ,8.0,8.62,10.23,783.8,11.3,1.8,0.078,0.016,2.04
146,甘肃省,04-03 08:00,Ⅱ,7.9,8.62,10.31,780.8,6.2,2.09,0.08,0.015,2.03
147,甘肃省,04-03 12:00,Ⅱ,7.9,8.62,10.26,781.6,5.1,1.88,0.08,0.015,2.01
148,甘肃省,04-03 16:00,Ⅱ,8.1,8.63,10.28,785.5,5.2,2.15,0.075,0.016,2.02
149,甘肃省,04-03 20:00,Ⅱ,8.3,8.64,10.25,788.0,5.6,1.8,0.071,0.015,2.01
150,甘肃省,04-04 00:00,Ⅱ,8.3,8.63,10.21,790.3,6.4,1.96,0.071,0.016,2.02
152,甘肃省,04-04 04:00,Ⅱ,8.2,8.62,10.21,792.9,6.1,1.85,0.072,0.017,2.03
153,甘肃省,04-04 12:00,Ⅱ,8.2,8.6,10.2,797.9,6.9,1.8,0.075,0.016,1.99
154,甘肃省,04-04 16:00,Ⅱ,8.3,8.6,10.21,804.5,6.7,1.88,0.079,0.016,2.03
159,甘肃省,04-05 12:00,Ⅱ,8.4,8.42,10.14,835.0,12.6,1.82,0.091,0.018,1.99
160,甘肃省,04-05 16:00,Ⅱ,8.5,8.45,10.16,831.7,8.0,2.03,0.083,0.016,2.0
161,甘肃省,04-01 04:00,Ⅰ,5.9,8.32,9.9,591.4,2.2,0.65,0.025,0.007,2.18
162,甘肃省,04-01 12:00,Ⅰ,6.0,8.34,10.11,593.5,2.3,0.77,0.025,0.006,2.21
163,甘肃省,04-01 12:00,Ⅰ,6.0,8.34,10.11,593.5,2.3,0.77,0.025,0.006,2.21
164,甘肃省,04-01 16:00,Ⅰ,6.0,8.33,10.01,596.9,2.3,0.62,0.025,0.007,2.2
165,甘肃省,04-01 20:00,Ⅰ,6.2,8.34,9.99,587.3,2.2,0.68,0.025,0.007,2.18
166,甘肃省,04-02 00:00,Ⅰ,6.4,8.36,10.11,586.8,2.4,0.78,0.025,0.009,2.19
167,甘肃省,04-02 04:00,Ⅰ,6.3,8.35,10.11,584.9,2.7,0.63,0.025,0.008,2.15
169,甘肃省,04-02 12:00,Ⅰ,6.3,8.34,10.13,597.8,2.6,0.99,0.025,0.007,2.13
170,甘肃省,04-02 16:00,Ⅰ,6.4,8.35,10.15,598.1,2.6,0.72,0.025,0.009,2.14
171,甘肃省,04-02 20:00,Ⅰ,6.4,8.33,9.98,595.7,2.7,0.63,0.025,0.009,2.13
172,甘肃省,04-03 00:00,Ⅰ,6.4,8.34,9.93,594.8,2.6,0.79,0.025,0.01,2.15
173,甘肃省,04-03 04:00,Ⅰ,6.4,8.34,9.9,594.3,2.8,0.86,0.025,0.01,4.62
174,甘肃省,04-03 08:00,Ⅰ,6.4,8.33,9.9,593.4,2.9,0.99,0.025,0.01,2.12
175,甘肃省,04-03 12:00,Ⅰ,6.4,8.35,9.98,594.0,2.4,0.68,0.025,0.01,2.15
176,甘肃省,04-03 16:00,Ⅰ,6.6,8.36,10.0,595.3,2.7,0.63,0.025,0.009,2.11
177,甘肃省,04-03 20:00,Ⅰ,6.4,8.34,9.85,591.9,2.9,0.77,0.025,0.008,2.12
178,甘肃省,04-04 00:00,Ⅰ,6.4,8.34,9.91,591.4,3.1,0.61,0.025,0.008,2.13
180,甘肃省,04-04 04:00,Ⅰ,6.4,8.34,9.82,592.4,2.7,0.79,0.025,0.009,3.62
181,甘肃省,04-04 12:00,Ⅰ,6.2,8.26,9.51,577.1,3.0,0.66,0.025,0.007,2.09
182,甘肃省,04-04 16:00,Ⅰ,6.3,8.3,9.74,579.4,2.8,0.59,0.025,0.007,2.1
183,甘肃省,04-04 20:00,Ⅰ,6.1,8.23,9.35,576.7,2.7,0.25,0.025,0.007,2.02
184,甘肃省,04-04 20:00,Ⅰ,6.1,8.23,9.35,576.7,2.7,0.25,0.025,0.007,2.02
185,甘肃省,04-05 04:00,Ⅰ,6.4,8.3,9.62,578.9,3.0,0.25,0.025,0.007,2.08
186,甘肃省,04-05 08:00,Ⅰ,6.2,8.27,9.56,576.9,2.9,0.86,0.025,0.008,2.09
187,甘肃省,04-05 12:00,Ⅰ,6.5,8.32,9.67,579.7,3.6,0.25,0.025,0.008,2.08
188,甘肃省,04-05 16:00,Ⅰ,6.5,8.33,9.71,579.3,3.0,0.54,0.025,0.008,2.11
189,甘肃省,04-01 04:00,Ⅱ,9.6,7.87,7.56,687.6,14.1,1.2,0.075,0.051,2.52
190,甘肃省,04-01 12:00,Ⅱ,9.9,8.05,8.55,668.6,13.4,1.05,0.131,0.077,2.66
191,甘肃省,04-01 12:00,Ⅱ,9.9,8.05,8.55,668.6,13.4,1.05,0.131,0.077,2.66
192,甘肃省,04-01 16:00,Ⅱ,11.3,8.33,9.62,653.5,9.8,0.89,0.025,0.048,2.48
193,甘肃省,04-01 20:00,Ⅱ,11.4,8.29,8.58,651.0,10.5,0.93,0.025,0.045,2.4
194,甘肃省,04-02 00:00,Ⅱ,10.7,8.02,7.75,656.2,11.7,0.75,0.025,0.044,2.4
195,甘肃省,04-02 04:00,Ⅱ,9.8,7.91,7.75,657.1,12.2,0.89,0.025,0.042,2.44
196,甘肃省,04-02 08:00,Ⅱ,9.0,7.91,7.96,662.8,12.7,1.03,0.026,0.04,2.51
198,甘肃省,04-02 16:00,Ⅱ,11.7,8.31,9.47,649.9,9.5,0.81,0.025,0.044,2.41
199,甘肃省,04-02 20:00,Ⅱ,11.6,8.28,8.66,648.5,8.2,0.77,0.025,0.042,2.35
200,甘肃省,04-03 00:00,Ⅱ,11.3,8.01,7.66,654.7,9.5,0.77,0.025,0.04,2.37
201,甘肃省,04-03 04:00,Ⅱ,10.1,7.91,7.69,653.7,10.3,0.77,0.025,0.041,2.36
202,甘肃省,04-03 08:00,Ⅱ,9.2,7.9,7.92,658.4,9.8,1.01,0.025,0.037,2.43
203,甘肃省,04-03 12:00,Ⅱ,10.2,8.13,9.2,656.1,8.2,0.75,0.025,0.037,2.39
204,甘肃省,04-03 16:00,Ⅱ,11.3,8.34,9.33,662.4,6.3,0.7,0.025,0.044,2.41
205,甘肃省,04-03 20:00,Ⅱ,11.4,8.27,8.63,674.1,7.6,0.61,0.025,0.044,2.48
206,甘肃省,04-04 00:00,Ⅱ,11.2,7.99,7.71,677.6,9.0,0.83,0.025,0.042,2.51
208,甘肃省,04-04 04:00,Ⅱ,10.6,7.86,7.6,671.0,11.5,0.78,0.025,0.044,2.55
209,甘肃省,04-04 12:00,Ⅱ,11.3,8.08,8.91,645.5,16.4,0.76,0.03,0.038,2.34
210,甘肃省,04-04 16:00,Ⅱ,12.4,8.38,9.59,649.5,7.2,0.7,0.025,0.041,2.36
211,甘肃省,04-04 20:00,Ⅱ,12.4,8.32,8.54,647.0,8.0,0.72,0.025,0.042,2.4
212,甘肃省,04-04 20:00,Ⅱ,12.4,8.32,8.54,647.0,8.0,0.72,0.025,0.042,2.4
213,甘肃省,04-05 04:00,Ⅱ,10.6,7.88,7.47,660.5,10.7,0.7,0.025,0.043,2.39
214,甘肃省,04-05 08:00,Ⅱ,9.5,7.9,7.74,663.8,10.4,0.93,0.025,0.043,2.44
215,甘肃省,04-05 12:00,Ⅱ,10.4,8.01,8.87,675.5,16.1,0.83,0.025,0.046,2.27
216,甘肃省,04-05 16:00,Ⅱ,12.0,8.23,8.78,690.3,20.3,1.28,0.034,0.072,2.26
219,甘肃省,04-01 12:00,Ⅱ,13.1,8.54,8.56,462.2,560.1,1.46,0.044,0.086,1.33
220,甘肃省,04-01 16:00,Ⅱ,13.3,8.53,8.53,455.3,584.2,1.46,0.044,0.086,1.33
221,甘肃省,04-01 20:00,Ⅱ,12.8,8.53,8.6,455.7,486.8,1.76,0.043,0.093,1.38
222,甘肃省,04-02 00:00,Ⅱ,12.6,8.53,8.59,455.0,935.2,1.22,0.063,0.086,1.3
223,甘肃省,04-02 04:00,Ⅱ,12.4,8.53,8.65,456.7,1475.5,1.22,0.063,0.086,1.3
224,甘肃省,04-02 08:00,Ⅲ,11.9,8.56,8.79,446.0,993.3,3.55,0.064,0.147,1.11
225,甘肃省,04-02 12:00,Ⅲ,12.0,8.56,8.87,446.8,775.3,2.6,0.07,0.11,1.13
226,甘肃省,04-02 16:00,Ⅱ,12.0,8.56,8.84,452.9,790.7,2.6,0.073,0.097,1.22
227,甘肃省,04-02 16:00,Ⅱ,12.0,8.56,8.84,452.9,790.7,2.8,0.07,0.092,1.2
228,甘肃省,04-03 00:00,Ⅱ,11.8,8.57,8.9,454.9,803.0,2.59,0.084,0.091,1.28
229,甘肃省,04-03 04:00,Ⅱ,11.7,8.57,8.84,454.6,798.8,2.59,0.084,0.091,1.28
230,甘肃省,04-03 08:00,Ⅲ,11.2,8.57,9.03,452.4,892.8,3.17,0.153,0.108,1.27
231,甘肃省,04-03 12:00,Ⅲ,11.4,8.57,9.05,451.2,1317.2,3.14,0.119,0.105,1.07
232,甘肃省,04-03 16:00,Ⅲ,11.7,8.58,8.92,450.4,1006.3,3.89,0.06,0.115,0.9
233,甘肃省,04-03 20:00,Ⅲ,11.7,8.58,8.88,451.9,775.8,3.24,0.05,0.102,0.87
234,甘肃省,04-04 00:00,Ⅱ,12.1,8.57,8.77,450.2,817.9,2.87,0.055,0.097,1.07
235,甘肃省,04-04 04:00,Ⅱ,11.7,8.56,8.86,454.7,701.8,2.87,0.055,0.097,1.07
238,甘肃省,04-04 12:00,Ⅲ,11.3,8.56,9.01,455.0,880.3,3.25,0.058,0.103,1.02
239,甘肃省,04-04 16:00,Ⅱ,11.3,8.56,8.98,455.0,680.8,2.81,0.051,0.083,1.15
240,甘肃省,04-04 20:00,Ⅱ,11.5,8.57,8.91,457.8,562.3,2.25,0.06,0.079,1.14
241,甘肃省,04-05 00:00,Ⅱ,11.4,8.56,8.95,457.8,679.0,2.25,0.06,0.079,1.14
242,甘肃省,04-05 04:00,Ⅱ,11.3,8.56,8.94,459.2,688.2,2.62,0.061,0.08,1.08
243,甘肃省,04-05 08:00,Ⅱ,11.1,8.57,9.02,460.8,663.2,2.59,0.06,0.085,1.13
244,甘肃省,04-05 12:00,Ⅱ,11.3,8.57,9.1,459.2,767.4,2.82,0.046,0.085,1.05
245,甘肃省,04-05 16:00,Ⅱ,12.9,8.55,8.74,456.3,1071.9,3.04,0.045,0.094,0.99
246,甘肃省,04-01 08:00,Ⅰ,6.6,8.25,9.55,706.4,27.1,1.49,0.121,0.005,0.93
247,甘肃省,04-01 12:00,Ⅱ,6.8,8.29,9.63,702.2,27.9,1.59,0.381,0.005,0.89
248,甘肃省,04-01 12:00,Ⅱ,6.8,8.29,9.63,702.2,27.9,1.59,0.381,0.005,0.89
249,甘肃省,04-01 16:00,Ⅰ,6.8,8.28,9.64,703.0,33.0,1.57,0.13,0.005,0.89
250,甘肃省,04-01 20:00,Ⅰ,6.7,8.25,9.59,715.4,31.7,1.58,0.135,0.005,0.94
251,甘肃省,04-02 00:00,Ⅰ,6.7,8.24,9.55,716.3,90.0,1.96,0.127,0.022,0.78
252,甘肃省,04-02 04:00,Ⅱ,6.6,8.19,9.32,673.0,135.7,2.35,0.128,0.038,0.57
253,甘肃省,04-02 08:00,Ⅱ,6.6,8.18,9.2,675.9,121.2,2.3,0.128,0.039,0.63
254,甘肃省,04-02 12:00,Ⅱ,6.6,8.2,9.36,679.9,80.3,2.08,0.154,0.018,0.75
255,甘肃省,04-02 16:00,Ⅰ,6.6,8.2,9.62,688.8,63.9,1.97,0.15,0.012,0.79
256,甘肃省,04-02 20:00,Ⅱ,6.7,8.2,9.51,667.1,58.9,1.74,0.202,0.012,0.76
257,甘肃省,04-03 00:00,Ⅱ,6.6,8.21,9.45,664.8,49.5,1.84,0.196,0.005,0.78
258,甘肃省,04-03 04:00,Ⅱ,6.5,8.21,9.48,680.1,44.6,1.76,0.196,0.009,0.8
259,甘肃省,04-03 08:00,Ⅱ,6.5,8.22,9.49,696.9,58.9,1.73,0.19,0.016,0.78
260,甘肃省,04-03 12:00,Ⅱ,6.7,8.21,9.5,699.5,110.6,1.94,0.396,0.041,0.63
261,甘肃省,04-03 16:00,Ⅱ,6.6,8.14,9.42,696.4,106.4,2.0,0.152,0.063,0.62
262,甘肃省,04-03 20:00,Ⅱ,6.4,8.19,9.57,699.1,110.3,2.07,0.156,0.044,0.55
263,甘肃省,04-04 00:00,Ⅱ,6.3,8.2,9.65,701.9,199.2,1.66,0.159,0.084,0.3
