,Province,Date,Class,temp,pH,Ox,Dao,Zhuodu,Yandu,Andan,Zonglin,Zongdan
25,四川省,04-05 08:00,Ⅳ,17.7,7.64,5.06,538.2,23.1,2.93,0.134,0.202,2.69
26,四川省,04-05 12:00,Ⅳ,18.2,7.65,4.55,547.2,24.8,3.74,0.114,0.205,1.7
27,四川省,04-05 16:00,Ⅳ,19.3,7.72,4.75,558.0,25.7,3.49,0.101,0.203,4.89
28,四川省,04-01 08:00,Ⅱ,16.0,8.07,10.27,498.1,9.2,0.51,0.042,0.031,0.89
29,四川省,04-01 12:00,Ⅱ,16.0,8.08,10.32,497.3,8.4,0.47,0.041,0.028,0.92
30,四川省,04-01 16:00,Ⅱ,16.0,8.08,10.32,497.6,9.3,0.47,0.041,0.028,0.92
31,四川省,04-01 20:00,Ⅱ,15.9,8.07,10.32,494.6,9.6,0.44,0.041,0.033,0.95
32,四川省,04-02 00:00,Ⅱ,15.9,8.07,10.28,495.9,9.4,0.44,0.041,0.032,0.9
33,四川省,04-02 04:00,Ⅱ,15.8,8.06,10.29,495.5,10.5,0.44,0.041,0.032,0.9
34,四川省,04-02 08:00,Ⅱ,15.8,8.06,10.31,495.2,11.6,0.48,0.041,0.032,0.92
35,四川省,04-02 12:00,Ⅱ,16.0,8.09,10.44,496.8,9.3,0.64,0.041,0.04,0.88
36,四川省,04-02 16:00,Ⅱ,16.3,8.11,10.42,497.9,8.7,0.62,0.041,0.03,0.95
37,四川省,04-02 20:00,Ⅱ,16.1,8.08,10.29,497.4,8.8,0.5,0.042,0.03,0.93
38,四川省,04-03 00:00,Ⅱ,16.0,8.07,10.29,495.3,8.7,0.45,0.041,0.029,0.96
39,四川省,04-03 04:00,Ⅱ,16.0,8.07,10.29,496.0,8.5,0.45,0.041,0.029,0.96
40,四川省,04-03 08:00,Ⅱ,16.0,8.07,10.31,495.4,8.9,0.4,0.041,0.029,0.91
41,四川省,04-03 12:00,Ⅱ,16.3,8.12,10.49,500.3,8.1,0.46,0.041,0.029,0.94
42,四川省,04-03 16:00,Ⅱ,16.3,8.11,10.4,499.8,7.8,0.47,0.041,0.028,0.97
43,四川省,04-03 20:00,Ⅱ,16.0,8.07,10.32,496.9,7.4,0.4,0.042,0.027,1.07
44,四川省,04-04 00:00,Ⅱ,16.0,8.06,10.33,493.9,7.9,0.5,0.041,0.025,0.9
45,四川省,04-04 04:00,Ⅱ,15.9,8.06,10.32,494.4,7.0,0.5,0.041,0.025,0.9
48,四川省,04-04 12:00,Ⅱ,16.0,8.09,10.44,494.8,7.1,0.48,0.043,0.024,0.96
49,四川省,04-04 16:00,Ⅱ,16.1,8.09,10.4,493.7,7.0,0.47,0.041,0.024,0.6
50,四川省,04-04 20:00,Ⅱ,15.9,7.99,10.33,491.2,7.1,0.29,0.041,0.023,0.66
51,四川省,04-05 00:00,Ⅱ,15.9,7.98,10.33,490.4,7.6,0.29,0.041,0.023,0.66
52,四川省,04-05 04:00,Ⅱ,15.9,8.06,10.3,490.0,8.1,0.59,0.041,0.021,0.64
53,四川省,04-05 08:00,Ⅱ,15.9,8.03,10.33,489.3,7.3,0.63,0.041,0.024,0.68
54,四川省,04-05 12:00,Ⅱ,16.2,8.07,10.45,491.4,9.0,0.56,0.041,0.021,0.73
55,四川省,04-05 16:00,Ⅱ,16.2,8.06,10.43,491.9,8.2,0.46,0.041,0.021,0.69
57,四川省,04-01 12:00,Ⅳ,17.9,7.97,8.29,819.0,50.2,1.96,0.37,0.224,3.1
58,四川省,04-01 12:00,Ⅳ,17.9,7.97,8.29,819.0,50.2,1.96,0.37,0.224,3.1
59,四川省,04-01 20:00,Ⅴ,18.0,7.96,8.27,789.0,60.9,2.33,0.477,0.301,3.07
60,四川省,04-02 00:00,Ⅴ,17.7,7.95,8.01,809.0,58.8,1.96,0.499,0.32,3.18
61,四川省,04-02 00:00,Ⅴ,17.7,7.95,8.01,809.0,58.8,1.96,0.499,0.32,3.18
62,四川省,04-02 04:00,Ⅳ,17.7,7.96,8.16,800.0,63.7,1.96,0.284,0.286,3.09
63,四川省,04-02 12:00,Ⅳ,17.5,7.97,8.49,725.0,58.6,2.11,0.269,0.264,3.4
64,四川省,04-02 12:00,Ⅳ,17.5,7.97,8.49,725.0,58.6,1.82,0.19,0.236,2.81
65,四川省,04-02 16:00,Ⅳ,18.6,7.95,8.27,698.0,67.2,2.11,0.211,0.211,2.65
66,四川省,04-02 20:00,Ⅲ,18.0,7.99,8.48,658.0,75.1,2.18,0.266,0.2,2.59
67,四川省,04-03 00:00,Ⅲ,17.7,7.96,7.85,653.0,82.7,2.18,0.266,0.2,2.59
68,四川省,04-03 04:00,Ⅲ,17.4,7.94,7.86,673.0,43.8,2.84,0.215,0.178,2.56
69,四川省,04-03 08:00,Ⅲ,17.0,7.89,7.69,692.0,62.4,2.47,0.244,0.179,2.76
70,四川省,04-03 12:00,Ⅲ,19.0,7.85,7.97,708.0,42.0,2.76,0.238,0.188,2.75
71,四川省,04-03 20:00,Ⅳ,19.6,8.04,7.85,564.0,61.7,2.47,0.229,0.202,2.74
72,四川省,04-03 20:00,Ⅲ,19.6,8.04,7.85,564.0,61.7,3.64,0.194,0.196,2.66
73,四川省,04-04 00:00,Ⅲ,18.5,7.93,7.25,586.0,59.1,3.64,0.194,0.196,2.66
76,四川省,04-04 12:00,Ⅲ,18.6,7.88,7.86,604.0,41.2,2.84,0.306,0.168,2.65
77,四川省,04-04 12:00,Ⅲ,18.6,7.88,7.86,604.0,41.2,2.84,0.306,0.168,2.65
78,四川省,04-04 12:00,Ⅲ,18.6,7.88,7.86,604.0,41.2,2.84,0.306,0.168,2.65
79,四川省,04-04 12:00,Ⅲ,18.6,7.88,7.86,604.0,41.2,2.84,0.306,0.168,2.65
81,四川省,04-05 08:00,Ⅲ,17.1,7.78,6.85,593.0,35.3,3.49,0.323,0.177,2.85
82,四川省,04-05 12:00,Ⅲ,18.0,7.89,7.87,655.0,37.7,2.62,0.239,0.164,2.7
83,四川省,04-05 16:00,Ⅲ,18.2,7.82,6.98,657.0,36.1,2.18,0.235,0.16,2.69
84,四川省,04-01 04:00,Ⅰ,14.3,7.9,9.13,283.8,24.1,0.25,0.036,0.012,0.93
85,四川省,04-01 12:00,Ⅰ,14.8,7.93,9.16,283.8,16.2,0.28,0.031,0.012,0.89
86,四川省,04-01 12:00,Ⅰ,14.8,7.93,9.16,283.8,16.2,0.28,0.031,0.012,0.89
87,四川省,04-01 16:00,Ⅰ,14.8,7.93,9.18,283.8,12.0,0.27,0.036,0.013,0.95
88,四川省,04-01 20:00,Ⅰ,14.4,7.93,9.15,284.2,20.4,0.38,0.039,0.012,0.96
89,四川省,04-01 20:00,Ⅰ,14.4,7.93,9.15,284.2,20.4,0.38,0.039,0.012,0.96
90,四川省,04-02 04:00,Ⅰ,14.0,7.91,9.14,285.2,22.0,0.43,0.034,0.012,0.94
91,四川省,04-02 08:00,Ⅰ,13.9,7.92,9.12,284.6,16.8,0.64,0.033,0.012,0.92
92,四川省,04-02 12:00,Ⅰ,14.9,7.95,9.17,286.5,26.7,0.34,0.032,0.013,0.92
93,四川省,04-02 16:00,Ⅰ,14.8,7.91,9.2,284.9,28.5,0.34,0.044,0.014,1.02
94,四川省,04-02 20:00,Ⅰ,14.0,7.92,9.13,284.4,11.2,0.43,0.036,0.013,0.91
95,四川省,04-02 20:00,Ⅰ,14.0,7.92,9.13,284.4,11.2,0.43,0.036,0.013,0.91
96,四川省,04-03 04:00,Ⅰ,13.7,7.92,9.13,284.3,7.0,0.36,0.034,0.012,0.92
97,四川省,04-03 08:00,Ⅰ,13.6,7.92,9.15,284.4,6.8,0.66,0.037,0.012,0.84
98,四川省,04-03 12:00,Ⅰ,14.3,7.91,9.21,285.1,6.8,0.42,0.027,0.013,0.77
99,四川省,04-03 16:00,Ⅰ,14.7,7.91,9.22,285.0,8.8,0.39,0.034,0.012,0.97
100,四川省,04-03 20:00,Ⅰ,14.1,7.91,9.14,285.2,7.7,0.25,0.034,0.013,0.88
101,四川省,04-03 20:00,Ⅰ,14.1,7.91,9.14,285.2,7.7,0.25,0.034,0.013,0.88
103,四川省,04-04 04:00,Ⅰ,13.6,7.9,9.12,284.5,6.3,0.39,0.03,0.012,0.93
104,四川省,04-04 12:00,Ⅰ,14.3,7.92,9.14,285.6,24.1,0.36,0.036,0.013,0.81
105,四川省,04-04 16:00,Ⅰ,14.7,7.91,9.16,285.5,26.1,0.45,0.055,0.016,1.04
106,四川省,04-04 20:00,Ⅰ,14.2,7.92,9.17,285.7,25.6,0.34,0.037,0.013,0.89
107,四川省,04-04 20:00,Ⅰ,14.2,7.92,9.17,285.7,25.6,0.34,0.037,0.013,0.89
108,四川省,04-05 04:00,Ⅰ,13.7,7.89,9.13,285.0,14.9,0.43,0.029,0.013,0.92
112,四川省,04-01 04:00,Ⅱ,18.2,7.98,7.44,519.3,5.6,1.23,0.089,0.025,1.85
113,四川省,04-01 12:00,Ⅱ,18.0,8.06,7.83,528.0,9.9,1.44,0.088,0.031,2.15
114,四川省,04-01 16:00,Ⅱ,18.0,8.05,8.36,524.6,8.1,1.44,0.088,0.031,2.15
115,四川省,04-01 20:00,Ⅱ,17.6,8.02,8.13,509.5,8.6,1.46,0.086,0.031,2.04
116,四川省,04-02 00:00,Ⅱ,17.3,7.95,7.81,498.8,8.9,1.38,0.092,0.032,2.01
117,四川省,04-02 00:00,Ⅱ,17.3,7.95,7.81,498.8,8.9,1.38,0.092,0.032,2.01
118,四川省,04-02 08:00,Ⅱ,16.8,7.93,7.51,498.3,7.2,1.18,0.112,0.033,2.01
119,四川省,04-02 12:00,Ⅱ,16.9,7.97,8.0,495.5,11.6,1.36,0.107,0.034,2.05
120,四川省,04-02 16:00,Ⅱ,17.2,8.1,9.03,487.6,7.9,1.42,0.103,0.038,2.09
121,四川省,04-02 20:00,Ⅱ,16.8,8.33,8.45,485.5,6.8,1.2,0.097,0.033,1.98
122,四川省,04-03 00:00,Ⅱ,16.5,8.23,8.25,483.6,7.0,1.33,0.099,0.032,1.91
123,四川省,04-03 00:00,Ⅱ,16.5,8.23,8.25,483.6,7.0,1.33,0.099,0.032,1.91
124,四川省,04-03 08:00,Ⅱ,16.1,8.23,8.14,479.8,7.3,0.84,0.099,0.033,1.89
125,四川省,04-03 12:00,Ⅱ,17.2,8.5,9.27,488.5,6.4,1.09,0.102,0.034,1.79
126,四川省,04-03 16:00,Ⅱ,17.7,8.56,9.65,488.9,6.0,1.01,0.095,0.035,1.93
127,四川省,04-03 20:00,Ⅱ,17.2,8.38,8.7,488.1,5.9,1.13,0.095,0.034,1.94
128,四川省,04-04 00:00,Ⅱ,16.9,8.27,8.4,488.7,6.1,0.99,0.096,0.032,1.91
129,四川省,04-04 00:00,Ⅱ,16.9,8.27,8.4,488.7,6.1,0.99,0.096,0.032,1.91
132,四川省,04-04 12:00,Ⅱ,17.3,8.51,8.78,486.5,6.1,1.13,0.09,0.032,1.88
133,四川省,04-04 16:00,Ⅱ,17.3,8.39,8.8,497.0,5.7,1.02,0.089,0.03,1.8
134,四川省,04-04 20:00,Ⅱ,16.7,8.32,8.64,475.2,7.1,1.09,0.092,0.03,1.84
135,四川省,04-05 00:00,Ⅱ,16.4,8.35,8.63,472.6,7.0,1.09,0.092,0.03,1.84
136,四川省,04-05 04:00,Ⅱ,16.2,8.28,8.28,468.4,5.5,1.08,0.093,0.029,1.77
137,四川省,04-05 08:00,Ⅱ,16.0,8.29,8.32,458.6,6.6,1.04,0.094,0.03,1.73
138,四川省,04-05 12:00,Ⅱ,16.5,8.43,9.0,461.5,6.4,1.03,0.091,0.03,1.72
139,四川省,04-05 16:00,Ⅱ,16.5,8.39,8.97,464.6,6.0,1.05,0.09,0.029,1.72
140,四川省,04-01 04:00,Ⅰ,15.8,8.3,9.35,394.2,22.6,1.5,0.025,0.019,0.98
141,四川省,04-01 12:00,Ⅰ,15.8,8.29,9.47,398.8,14.3,1.43,0.025,0.016,2.02
142,四川省,04-01 12:00,Ⅰ,15.8,8.29,9.47,398.8,14.3,1.43,0.025,0.016,2.02
143,四川省,04-01 16:00,Ⅱ,15.8,8.34,9.63,395.2,13.9,2.06,0.025,0.015,1.94
144,四川省,04-01 20:00,Ⅱ,15.6,8.3,9.35,397.6,14.5,2.34,0.025,0.015,1.91
145,四川省,04-01 20:00,Ⅱ,15.6,8.3,9.35,397.6,14.5,2.34,0.025,0.015,1.91
146,四川省,04-02 04:00,Ⅱ,15.3,8.25,9.04,395.7,35.2,2.5,0.025,0.02,2.0
148,四川省,04-02 12:00,Ⅰ,15.2,8.24,9.19,399.3,17.4,0.83,0.025,0.017,1.93
154,四川省,04-03 12:00,Ⅰ,15.3,8.23,9.02,401.8,22.8,0.91,0.025,0.018,1.64
155,四川省,04-03 16:00,Ⅰ,16.2,8.27,9.35,396.9,17.8,0.77,0.025,0.017,1.72
156,四川省,04-03 20:00,Ⅰ,15.6,8.29,9.34,397.6,18.9,0.8,0.025,0.015,1.81
157,四川省,04-03 20:00,Ⅰ,15.6,8.29,9.34,397.6,18.9,0.8,0.025,0.015,1.81
159,四川省,04-04 04:00,Ⅰ,15.2,8.24,9.07,397.7,23.4,0.92,0.025,0.016,1.86
161,四川省,04-04 16:00,Ⅰ,15.2,8.27,9.37,398.0,12.8,0.78,0.025,0.014,1.82
162,四川省,04-04 20:00,Ⅰ,15.1,8.26,9.24,400.5,13.1,0.8,0.025,0.014,1.82
163,四川省,04-04 20:00,Ⅰ,15.1,8.26,9.24,400.5,13.1,0.8,0.025,0.014,1.82
164,四川省,04-05 04:00,Ⅰ,14.8,8.24,9.1,399.8,26.5,0.85,0.025,0.017,1.86
165,四川省,04-05 08:00,Ⅰ,14.7,8.23,9.13,401.7,26.7,0.85,0.025,0.017,1.85
166,四川省,04-05 12:00,Ⅰ,14.9,8.23,9.35,404.0,16.6,0.82,0.025,0.014,1.82
167,四川省,04-05 16:00,Ⅰ,15.0,8.27,9.48,401.8,17.0,0.94,0.025,0.015,1.83
168,四川省,04-01 04:00,Ⅱ,21.0,8.44,12.92,522.2,4.3,3.42,0.034,0.03,0.52
169,四川省,04-01 12:00,Ⅱ,20.8,8.47,13.43,519.9,5.6,3.66,0.03,0.038,0.54
170,四川省,04-01 16:00,Ⅱ,20.8,8.3,12.08,514.1,6.9,3.66,0.03,0.038,0.54
171,四川省,04-01 20:00,Ⅱ,20.5,8.12,10.31,514.0,6.3,3.51,0.134,0.038,0.57
172,四川省,04-02 00:00,Ⅱ,20.2,8.09,9.13,527.4,6.3,3.22,0.1,0.037,0.5
173,四川省,04-02 00:00,Ⅱ,20.2,8.09,9.13,527.4,6.3,3.22,0.1,0.037,0.5
174,四川省,04-02 08:00,Ⅱ,19.8,8.11,8.71,538.6,7.6,3.02,0.06,0.035,0.49
175,四川省,04-02 12:00,Ⅱ,19.9,8.17,9.33,539.8,6.5,3.15,0.069,0.036,0.54
176,四川省,04-02 12:00,Ⅱ,19.9,8.17,9.33,539.8,6.5,3.15,0.053,0.036,0.54
177,四川省,04-02 20:00,Ⅱ,20.1,8.21,9.39,541.5,5.1,3.15,0.053,0.036,0.54
178,四川省,04-03 00:00,Ⅱ,19.9,8.23,9.32,543.1,4.9,3.23,0.05,0.031,0.55
179,四川省,04-03 00:00,Ⅱ,19.9,8.23,9.32,543.1,4.9,3.23,0.05,0.031,0.55
180,四川省,04-03 08:00,Ⅱ,19.6,8.17,8.7,546.9,4.8,3.2,0.045,0.033,0.51
181,四川省,04-03 12:00,Ⅱ,19.7,8.17,9.07,548.0,7.8,2.93,0.054,0.034,0.57
182,四川省,04-03 16:00,Ⅱ,19.7,8.18,8.84,547.2,6.6,3.2,0.053,0.033,0.54
183,四川省,04-03 20:00,Ⅱ,19.6,8.17,8.56,548.6,5.6,3.19,0.052,0.034,0.46
184,四川省,04-04 00:00,Ⅱ,19.4,8.2,8.44,550.4,6.1,3.1,0.054,0.032,0.53
185,四川省,04-04 00:00,Ⅱ,19.4,8.2,8.44,550.4,6.1,3.1,0.054,0.032,0.53
187,四川省,04-04 08:00,Ⅱ,19.2,8.2,8.32,552.3,5.8,2.97,0.052,0.031,0.49
188,四川省,04-04 12:00,Ⅱ,19.2,8.22,8.47,552.1,5.4,3.1,0.051,0.032,0.53
189,四川省,04-04 16:00,Ⅱ,19.4,8.33,9.74,550.6,8.2,2.96,0.045,0.03,0.51
190,四川省,04-04 20:00,Ⅱ,19.3,8.3,9.14,552.3,5.7,3.03,0.044,0.031,0.49
191,四川省,04-05 00:00,Ⅱ,19.1,8.26,8.83,553.0,11.3,3.03,0.045,0.031,0.49
192,四川省,04-05 04:00,Ⅱ,19.0,8.23,8.46,553.3,6.0,3.1,0.045,0.031,0.48
193,四川省,04-05 08:00,Ⅱ,18.9,8.2,8.22,553.7,6.7,3.15,0.05,0.03,0.53
194,四川省,04-05 12:00,Ⅱ,18.8,8.22,8.63,550.5,10.6,3.17,0.047,0.034,0.46
195,四川省,04-05 16:00,Ⅱ,19.0,8.28,9.22,547.2,6.6,3.21,0.052,0.033,0.57
196,四川省,04-01 04:00,Ⅱ,16.2,8.18,8.76,322.8,22.1,0.6,0.068,0.024,1.21
200,四川省,04-01 20:00,Ⅱ,16.3,8.27,9.37,325.5,23.1,0.64,0.072,0.028,1.24
201,四川省,04-01 20:00,Ⅱ,16.3,8.27,9.37,325.5,23.1,0.64,0.072,0.028,1.24
202,四川省,04-02 04:00,Ⅱ,15.9,8.13,8.52,322.4,24.4,0.43,0.045,0.023,1.13
203,四川省,04-02 08:00,Ⅱ,15.8,8.07,8.3,324.5,20.2,0.25,0.05,0.022,1.08
204,四川省,04-02 12:00,Ⅱ,16.1,8.13,8.82,324.3,20.8,0.38,0.04,0.023,1.07
205,四川省,04-02 16:00,Ⅱ,16.6,8.2,9.11,323.8,19.1,0.49,0.036,0.022,1.06
206,四川省,04-02 20:00,Ⅱ,16.2,8.21,9.1,326.1,25.3,0.34,0.032,0.022,1.0
207,四川省,04-02 20:00,Ⅱ,16.2,8.21,9.1,326.1,25.3,0.34,0.032,0.022,1.0
208,四川省,04-03 04:00,Ⅱ,15.8,8.1,8.31,323.1,21.4,0.25,0.07,0.024,1.0
209,四川省,04-03 08:00,Ⅱ,15.7,8.03,8.05,324.6,18.1,0.43,0.058,0.022,0.96
210,四川省,04-03 12:00,Ⅱ,16.8,8.13,8.83,325.3,20.2,0.26,0.056,0.027,1.13
211,四川省,04-03 16:00,Ⅱ,17.4,8.24,9.36,325.6,21.4,0.58,0.038,0.024,1.97
212,四川省,04-03 20:00,Ⅱ,16.7,8.3,9.42,324.6,29.2,0.58,0.035,0.024,1.14
213,四川省,04-03 20:00,Ⅱ,16.7,8.3,9.42,324.6,29.2,0.58,0.035,0.024,1.14
216,四川省,04-04 12:00,Ⅱ,16.4,8.05,8.44,325.7,21.4,0.47,0.064,0.026,0.98
217,四川省,04-04 16:00,Ⅱ,16.4,8.16,8.91,325.6,22.7,0.27,0.039,0.027,1.15
218,四川省,04-04 20:00,Ⅱ,16.2,8.24,9.28,325.8,28.0,0.4,0.025,0.024,1.17
219,四川省,04-04 20:00,Ⅱ,16.2,8.24,9.28,325.8,28.0,0.4,0.025,0.024,1.17
220,四川省,04-05 04:00,Ⅱ,15.8,8.1,8.32,326.6,23.6,0.34,0.047,0.026,0.9
221,四川省,04-05 08:00,Ⅱ,15.7,8.01,7.94,330.2,23.4,0.52,0.047,0.026,0.95
222,四川省,04-05 12:00,Ⅱ,16.4,8.08,8.51,328.9,23.0,0.32,0.043,0.027,0.9
223,四川省,04-05 16:00,Ⅱ,16.9,8.18,9.04,330.2,22.2,0.31,0.041,0.034,0.41
224,四川省,04-01 04:00,Ⅲ,18.8,7.91,5.63,586.2,116.1,3.67,0.738,0.145,4.61
225,四川省,04-01 12:00,Ⅳ,17.6,7.87,5.82,501.6,166.2,5.14,1.322,0.154,5.2
226,四川省,04-01 16:00,Ⅳ,17.4,7.91,6.34,487.7,86.2,5.14,1.322,0.154,5.2
227,四川省,04-01 20:00,Ⅲ,17.0,7.89,6.68,486.7,116.0,3.78,0.816,0.131,4.91
228,四川省,04-02 00:00,Ⅲ,16.3,7.95,7.18,459.8,152.9,3.64,0.698,0.124,4.55
229,四川省,04-02 00:00,Ⅲ,16.3,7.95,7.18,459.8,152.9,3.64,0.698,0.124,4.55
230,四川省,04-02 08:00,Ⅲ,15.6,7.96,7.33,482.0,114.6,3.5,0.549,0.107,4.03
231,四川省,04-02 12:00,Ⅲ,15.6,7.97,7.52,476.0,109.7,3.33,0.524,0.108,3.33
232,四川省,04-02 16:00,Ⅲ,16.0,7.99,7.67,479.9,110.5,2.83,0.511,0.118,3.5
233,四川省,04-02 20:00,Ⅲ,16.2,8.0,7.56,499.6,63.9,2.76,0.493,0.152,4.37
234,四川省,04-03 00:00,Ⅲ,16.6,7.88,6.63,570.5,107.3,2.19,0.367,0.116,3.98
235,四川省,04-03 00:00,Ⅲ,16.6,7.88,6.63,570.5,107.3,2.19,0.367,0.116,3.98
236,四川省,04-03 08:00,Ⅲ,15.6,7.96,7.37,502.8,69.2,2.6,0.569,0.134,4.84
237,四川省,04-03 12:00,Ⅲ,15.9,8.04,7.76,481.3,62.3,2.69,0.613,0.133,5.68
238,四川省,04-03 16:00,Ⅲ,16.6,8.1,7.9,484.1,59.8,2.48,0.441,0.108,4.43
239,四川省,04-03 20:00,Ⅱ,16.1,8.05,7.77,476.4,105.4,1.95,0.283,0.097,4.1
240,四川省,04-04 00:00,Ⅱ,16.6,7.91,6.8,557.1,103.6,2.2,0.337,0.096,4.33
241,四川省,04-04 00:00,Ⅱ,16.6,7.91,6.8,557.1,103.6,2.2,0.337,0.096,4.33
243,四川省,04-04 04:00,Ⅲ,16.2,8.02,7.46,498.9,66.7,2.2,0.352,0.11,4.05
244,四川省,04-04 04:00,Ⅲ,16.2,8.02,7.46,498.9,66.7,2.2,0.352,0.11,4.05
246,四川省,04-04 20:00,Ⅱ,16.2,8.05,7.7,495.7,112.5,2.57,0.218,0.085,4.37
247,四川省,04-05 00:00,Ⅱ,15.9,8.04,7.6,490.2,50.7,2.57,0.218,0.085,4.37
248,四川省,04-05 04:00,Ⅱ,15.7,8.01,7.64,490.4,62.3,2.35,0.325,0.096,5.63
250,四川省,04-05 12:00,Ⅲ,15.5,8.02,7.64,493.8,60.9,1.9,0.311,0.116,4.63
251,四川省,04-05 16:00,Ⅱ,16.0,8.07,7.88,487.1,54.3,1.44,0.273,0.096,4.37
253,四川省,04-01 12:00,Ⅰ,15.7,8.39,8.58,765.7,1.7,0.32,0.025,0.006,0.71
254,四川省,04-01 12:00,Ⅰ,15.7,8.39,8.58,765.7,1.7,0.32,0.025,0.006,0.71
260,四川省,04-02 12:00,Ⅰ,16.0,8.47,9.41,765.5,2.5,0.25,0.025,0.006,0.72
261,四川省,04-02 16:00,Ⅰ,16.3,8.53,9.82,763.9,4.3,0.25,0.025,0.006,0.72
262,四川省,04-02 20:00,Ⅰ,16.0,8.45,8.95,764.7,3.0,0.27,0.025,0.008,0.87
263,四川省,04-02 20:00,Ⅰ,16.0,8.45,8.95,764.7,3.0,0.27,0.025,0.008,0.87
264,四川省,04-03 04:00,Ⅰ,15.4,8.34,7.95,764.7,1.5,0.28,0.025,0.006,0.68
265,四川省,04-03 08:00,Ⅰ,15.3,8.06,8.02,762.8,1.4,0.25,0.025,0.007,0.62
266,四川省,04-03 12:00,Ⅰ,16.0,8.36,9.29,761.9,2.8,0.31,0.025,0.006,0.66
267,四川省,04-03 16:00,Ⅰ,16.7,7.79,10.32,760.4,11.0,0.26,0.025,0.006,0.67
268,四川省,04-03 20:00,Ⅰ,16.3,6.43,9.26,760.6,2.4,0.25,0.025,0.006,0.68
269,四川省,04-03 20:00,Ⅰ,16.3,6.43,9.26,760.6,2.4,0.25,0.025,0.006,0.68
271,四川省,04-04 04:00,劣Ⅴ,15.7,5.63,7.88,762.6,1.4,0.39,0.025,0.006,0.66
272,四川省,04-04 12:00,Ⅰ,16.1,8.22,9.07,760.1,3.7,0.34,0.025,0.006,0.68
273,四川省,04-04 16:00,Ⅰ,16.5,7.86,9.7,759.3,3.0,0.28,0.025,0.005,0.67
274,四川省,04-04 20:00,Ⅰ,16.0,7.29,8.81,758.9,2.2,0.29,0.025,0.006,0.65
275,四川省,04-04 20:00,Ⅰ,16.0,7.29,8.81,758.9,2.2,0.29,0.025,0.006,0.65
276,四川省,04-05 04:00,劣Ⅴ,15.8,5.72,7.9,760.3,2.0,0.25,0.025,0.005,0.67
277,四川省,04-05 08:00,Ⅰ,15.8,8.41,8.23,759.9,1.6,0.32,0.025,0.005,0.66
278,四川省,04-05 12:00,Ⅰ,16.1,8.5,9.54,759.3,13.7,0.37,0.025,0.006,0.67
279,四川省,04-05 16:00,Ⅰ,16.3,8.49,8.25,759.8,23.6,0.28,0.025,0.006,0.66
