,Province,Date,Class,temp,pH,Ox,Dao,Zhuodu,Yandu,Andan,Zonglin,Zongdan
150,河北省,04-03 00:00,Ⅲ,13.6,8.8,10.33,773.4,122.1,3.63,0.025,0.125,3.38
151,河北省,04-03 04:00,Ⅲ,13.3,8.8,10.21,792.6,112.2,3.63,0.025,0.125,3.38
152,河北省,04-03 04:00,Ⅲ,13.3,8.8,10.21,792.6,112.2,3.78,0.025,0.142,3.41
153,河北省,04-03 12:00,劣Ⅴ,14.1,9.01,13.74,766.7,57.5,3.76,0.025,0.135,3.4
154,河北省,04-03 12:00,劣Ⅴ,14.1,9.01,13.74,766.7,57.5,4.08,0.025,0.14,3.38
155,河北省,04-03 20:00,劣Ⅴ,14.4,8.98,11.42,766.9,79.4,4.29,0.025,0.146,3.21
156,河北省,04-04 00:00,Ⅲ,13.6,8.86,10.36,760.5,62.8,3.99,0.025,0.152,3.32
157,河北省,04-04 04:00,Ⅲ,13.1,8.79,10.15,750.3,81.4,3.99,0.025,0.152,3.32
160,河北省,04-04 16:00,劣Ⅴ,15.6,9.12,15.17,751.6,78.2,4.33,0.025,0.132,3.2
161,河北省,04-04 20:00,劣Ⅴ,14.2,8.99,11.6,770.5,63.7,4.74,0.025,0.14,3.31
162,河北省,04-04 20:00,Ⅲ,14.2,8.99,11.6,770.5,63.7,4.26,0.025,0.143,3.21
163,河北省,04-05 00:00,Ⅲ,13.5,8.89,10.4,743.3,65.2,4.26,0.025,0.143,3.21
164,河北省,04-05 08:00,Ⅲ,13.0,8.84,11.32,733.1,66.2,3.61,0.025,0.131,3.05
165,河北省,04-05 12:00,Ⅲ,13.8,9.0,13.5,748.7,68.7,3.66,0.025,0.124,3.33
166,河北省,04-05 16:00,Ⅲ,14.1,8.99,13.28,725.6,51.6,4.03,0.025,0.123,3.18
167,河北省,04-05 20:00,Ⅲ,13.3,8.85,10.95,705.1,74.6,3.91,0.025,0.11,3.18
168,河北省,04-01 08:00,Ⅳ,14.2,8.86,17.92,1390.6,4.7,6.36,0.025,0.079,1.36
169,河北省,04-01 12:00,Ⅳ,15.1,9.0,21.52,1370.7,3.8,6.69,0.025,0.087,1.38
170,河北省,04-01 16:00,劣Ⅴ,15.3,9.14,26.39,1386.9,3.5,6.69,0.025,0.087,1.38
171,河北省,04-01 20:00,劣Ⅴ,14.5,9.09,21.67,1398.5,2.9,6.39,0.025,0.086,1.24
172,河北省,04-02 00:00,劣Ⅴ,14.3,9.08,19.23,1403.2,2.9,6.66,0.025,0.079,1.3
173,河北省,04-02 04:00,劣Ⅴ,14.1,9.06,16.95,1408.8,3.2,6.66,0.025,0.079,1.3
174,河北省,04-02 08:00,劣Ⅴ,13.9,9.03,14.82,1413.2,3.4,6.24,0.025,0.078,1.4
175,河北省,04-02 12:00,劣Ⅴ,14.1,9.15,17.1,1406.8,3.1,6.36,0.025,0.085,1.45
176,河北省,04-02 16:00,劣Ⅴ,14.4,9.24,20.04,1397.6,3.3,6.23,0.025,0.079,1.46
177,河北省,04-02 20:00,劣Ⅴ,14.1,9.26,18.08,1401.6,3.2,6.22,0.025,0.076,1.46
178,河北省,04-03 00:00,劣Ⅴ,13.9,9.11,15.04,1407.8,3.6,6.09,0.025,0.076,1.49
179,河北省,04-03 04:00,劣Ⅴ,13.7,9.07,13.14,1408.7,4.5,6.09,0.025,0.076,1.49
180,河北省,04-03 08:00,劣Ⅴ,13.4,9.08,11.96,1412.3,5.7,6.09,0.025,0.088,1.53
181,河北省,04-03 08:00,劣Ⅴ,13.4,9.08,11.96,1412.3,5.7,6.27,0.025,0.096,1.59
182,河北省,04-03 12:00,劣Ⅴ,14.6,9.38,16.88,1402.1,3.8,6.38,0.025,0.083,1.58
183,河北省,04-03 16:00,劣Ⅴ,16.3,9.6,20.22,1390.2,3.4,6.21,0.025,0.093,1.6
184,河北省,04-03 20:00,劣Ⅴ,15.7,9.51,19.24,1392.5,4.2,6.28,0.025,0.088,1.54
185,河北省,04-04 00:00,劣Ⅴ,14.8,9.45,17.76,1396.7,4.2,6.17,0.025,0.089,1.52
186,河北省,04-04 04:00,劣Ⅴ,14.0,9.35,15.33,1403.3,3.9,6.16,0.025,0.082,1.51
187,河北省,04-04 08:00,劣Ⅴ,13.7,9.29,14.37,1402.8,3.7,6.21,0.025,0.082,1.51
188,河北省,04-04 16:00,劣Ⅴ,17.3,9.65,25.26,1380.0,4.5,5.99,0.025,0.078,1.46
189,河北省,04-04 20:00,劣Ⅴ,16.5,9.69,25.38,1378.1,4.8,6.39,0.025,0.097,1.44
190,河北省,04-04 20:00,劣Ⅴ,16.5,9.69,25.38,1378.1,4.8,6.41,0.025,0.089,1.37
191,河北省,04-05 00:00,劣Ⅴ,15.3,9.62,21.84,1382.9,4.3,6.41,0.025,0.089,1.37
192,河北省,04-05 08:00,劣Ⅴ,14.2,9.46,19.08,1390.7,4.5,6.16,0.025,0.077,1.33
193,河北省,04-05 12:00,劣Ⅴ,15.6,9.6,24.03,1379.4,5.3,6.48,0.025,0.085,1.37
194,河北省,04-05 16:00,劣Ⅴ,16.2,9.67,25.14,1373.0,6.2,6.67,0.025,0.097,1.31
195,河北省,04-05 20:00,劣Ⅴ,15.4,9.66,22.5,1376.4,5.5,6.87,0.025,0.103,1.3
196,河北省,04-01 08:00,Ⅳ,8.1,8.17,11.71,337.0,103.0,8.09,0.025,0.171,5.61
197,河北省,04-01 12:00,Ⅳ,8.8,8.17,11.82,340.9,153.9,8.34,0.025,0.199,5.99
198,河北省,04-01 12:00,Ⅳ,8.8,8.17,11.82,340.9,153.9,8.34,0.025,0.199,5.99
199,河北省,04-01 16:00,Ⅳ,9.1,8.19,11.65,346.0,113.0,7.83,0.025,0.164,6.36
200,河北省,04-01 20:00,Ⅳ,9.0,8.19,11.5,341.7,100.7,7.19,0.025,0.142,6.26
201,河北省,04-02 00:00,Ⅳ,8.7,8.17,11.53,341.1,84.9,7.34,0.025,0.134,6.18
202,河北省,04-02 04:00,Ⅳ,8.1,8.15,11.63,339.3,91.9,7.12,0.025,0.135,6.35
203,河北省,04-02 08:00,Ⅳ,7.7,8.16,11.82,338.3,102.3,7.32,0.025,0.143,6.12
204,河北省,04-02 12:00,Ⅳ,8.6,8.16,11.99,342.3,86.2,8.4,0.025,0.297,5.89
205,河北省,04-02 16:00,Ⅳ,10.0,8.21,11.66,347.6,73.2,6.92,0.025,0.139,6.01
206,河北省,04-02 20:00,Ⅳ,10.0,8.19,11.33,347.8,87.5,7.12,0.025,0.14,5.11
207,河北省,04-03 00:00,Ⅳ,9.5,8.2,11.38,345.5,74.6,6.28,0.025,0.121,4.75
208,河北省,04-03 04:00,Ⅳ,9.0,8.18,11.52,345.2,78.1,6.47,0.025,0.133,4.9
209,河北省,04-03 08:00,Ⅳ,8.1,8.17,11.81,347.5,67.8,6.53,0.025,0.133,4.09
210,河北省,04-03 12:00,Ⅳ,10.2,8.21,12.04,348.5,70.9,6.24,0.025,0.125,4.42
211,河北省,04-03 16:00,Ⅳ,11.6,8.21,11.45,350.5,76.3,6.53,0.025,0.132,4.06
212,河北省,04-03 20:00,Ⅳ,10.6,8.22,11.18,349.4,77.5,6.31,0.025,0.131,4.28
213,河北省,04-04 00:00,Ⅳ,9.3,8.21,11.35,351.3,68.0,6.11,0.025,0.115,4.69
215,河北省,04-04 08:00,Ⅳ,7.0,8.2,12.05,351.5,66.8,6.06,0.025,0.115,5.78
216,河北省,04-04 16:00,Ⅳ,11.6,8.23,11.56,349.8,69.2,6.26,0.025,0.124,4.9
217,河北省,04-04 20:00,Ⅳ,10.8,8.22,11.11,350.0,57.3,6.26,0.025,0.115,4.46
218,河北省,04-05 00:00,Ⅳ,9.7,8.2,11.24,350.0,60.3,6.1,0.025,0.114,4.26
219,河北省,04-05 00:00,Ⅳ,9.7,8.2,11.24,350.0,60.3,6.1,0.025,0.114,4.26
220,河北省,04-05 08:00,Ⅳ,7.2,8.17,11.88,356.9,51.4,6.05,0.025,0.105,5.06
221,河北省,04-05 12:00,Ⅲ,9.6,8.18,12.05,358.4,53.9,5.86,0.025,0.092,5.13
222,河北省,04-05 16:00,Ⅲ,10.2,8.19,11.69,354.9,64.9,5.81,0.025,0.1,4.67
223,河北省,04-05 20:00,Ⅲ,9.5,8.22,11.41,361.6,87.5,5.91,0.025,0.105,5.24
224,河北省,04-01 08:00,Ⅰ,13.3,8.44,10.47,483.1,3.8,1.73,0.025,0.014,2.06
225,河北省,04-01 12:00,Ⅰ,13.7,8.51,10.75,459.8,3.6,1.77,0.025,0.009,1.87
226,河北省,04-01 16:00,Ⅰ,13.9,8.53,10.74,441.2,3.4,1.77,0.025,0.009,1.87
227,河北省,04-01 20:00,Ⅰ,13.8,8.52,10.4,406.1,3.2,1.77,0.025,0.008,1.79
228,河北省,04-02 00:00,Ⅰ,13.7,8.48,10.25,404.4,3.0,1.7,0.025,0.008,1.69
229,河北省,04-02 04:00,Ⅰ,13.7,8.47,10.16,401.8,3.2,1.7,0.025,0.008,1.69
230,河北省,04-02 08:00,Ⅰ,13.6,8.47,10.22,403.9,3.2,1.72,0.025,0.007,1.64
231,河北省,04-02 12:00,Ⅰ,13.8,8.52,10.53,397.8,3.5,1.86,0.025,0.009,1.63
232,河北省,04-02 16:00,Ⅰ,14.4,8.56,10.66,349.2,4.1,1.76,0.025,0.009,1.6
233,河北省,04-02 20:00,Ⅰ,14.1,8.56,10.32,339.4,2.4,1.78,0.025,0.008,1.43
234,河北省,04-03 00:00,Ⅰ,14.1,8.54,10.1,285.0,3.0,1.82,0.025,0.007,1.34
235,河北省,04-03 04:00,Ⅰ,14.1,8.53,10.06,286.1,3.3,1.82,0.025,0.007,1.34
236,河北省,04-03 08:00,Ⅰ,14.1,8.54,10.13,285.4,4.4,1.78,0.025,0.007,1.14
237,河北省,04-03 12:00,Ⅰ,14.2,8.6,10.54,283.3,3.6,1.79,0.025,0.008,1.13
238,河北省,04-03 16:00,Ⅰ,14.9,8.62,10.73,278.5,3.1,1.79,0.025,0.007,1.15
239,河北省,04-03 20:00,Ⅰ,14.6,8.6,10.4,281.8,4.0,1.7,0.025,0.01,1.07
240,河北省,04-04 00:00,Ⅰ,14.2,8.58,10.07,284.3,3.7,1.84,0.025,0.006,1.12
241,河北省,04-04 04:00,Ⅰ,14.1,8.56,10.05,269.8,4.3,1.84,0.025,0.006,1.12
243,河北省,04-04 08:00,Ⅰ,14.0,8.57,10.2,283.8,3.2,1.78,0.025,0.01,1.2
244,河北省,04-04 16:00,Ⅰ,15.5,8.62,10.78,278.9,3.8,1.81,0.025,0.01,1.2
245,河北省,04-04 20:00,Ⅰ,14.6,8.62,10.4,282.4,3.3,1.75,0.025,0.009,1.11
246,河北省,04-04 20:00,Ⅰ,14.6,8.62,10.4,282.4,3.3,1.85,0.025,0.006,1.14
247,河北省,04-05 00:00,Ⅰ,14.1,8.58,10.17,281.5,4.2,1.85,0.025,0.006,1.14
248,河北省,04-05 08:00,Ⅰ,14.0,8.57,10.26,284.7,4.7,1.79,0.025,0.007,1.13
249,河北省,04-05 12:00,Ⅰ,14.4,8.63,10.84,275.9,4.9,1.81,0.025,0.007,1.15
250,河北省,04-05 16:00,Ⅰ,14.6,8.65,10.83,283.8,5.6,1.75,0.025,0.009,1.13
251,河北省,04-05 20:00,Ⅰ,14.2,8.64,10.46,281.3,4.2,1.75,0.025,0.007,1.11
252,河北省,04-01 08:00,Ⅲ,14.5,8.08,11.32,1097.4,1.7,5.97,0.025,0.03,1.0
253,河北省,04-01 12:00,Ⅳ,14.8,8.16,12.08,1094.3,1.8,6.19,0.025,0.03,0.96
254,河北省,04-01 16:00,Ⅳ,14.9,8.22,12.29,1098.5,1.8,6.19,0.025,0.03,0.96
255,河北省,04-01 20:00,Ⅳ,14.7,8.15,11.89,1101.4,1.7,6.08,0.025,0.031,0.99
256,河北省,04-02 00:00,Ⅳ,14.7,8.16,11.57,1100.9,1.6,6.22,0.025,0.031,1.02
257,河北省,04-02 04:00,Ⅲ,14.6,8.12,11.23,1095.5,1.6,5.98,0.025,0.028,0.99
258,河北省,04-02 08:00,Ⅲ,14.4,8.04,11.06,1094.8,1.8,5.72,0.025,0.028,0.94
259,河北省,04-02 12:00,Ⅲ,14.5,8.16,11.58,1092.8,2.0,5.6,0.025,0.03,0.95
260,河北省,04-02 16:00,Ⅳ,14.6,8.22,12.07,1087.4,1.6,6.12,0.025,0.03,0.98
261,河北省,04-02 20:00,Ⅳ,14.5,8.18,11.77,1082.0,1.8,6.88,0.025,0.032,0.97
262,河北省,04-03 00:00,Ⅲ,14.4,8.15,11.4,1084.9,1.8,4.36,0.025,0.032,0.98
